198	116	78
199	89	1
200	73	41
201	126	129
202	50	1
203	12	9
204	79	43
205	149	24
206	102	138
207	97	60
208	21	118
209	10	73
210	137	24
211	12	129
212	135	125
213	104	40
214	126	15
215	24	51
216	89	5
217	55	135
218	64	37
219	36	140
220	52	23
221	99	22
222	130	143
223	86	82
224	123	108
225	20	46
226	102	103
227	151	74
228	138	133
229	40	51
230	3	146
231	101	87
232	114	116
233	145	84
234	130	36
235	44	34
236	21	120
237	99	143
238	29	22
239	3	151
240	7	132
241	8	74
242	129	77
243	41	66
244	109	61
245	32	38
246	139	147
247	103	147
248	126	55
249	107	125
250	46	98
251	107	37
252	32	136
253	6	129
254	52	93
255	17	149
256	56	47
257	36	113
258	44	81
259	106	73
260	48	42
261	58	72
262	54	1
263	17	99
264	17	55
265	59	38
266	25	60
267	89	148
268	121	61
269	74	132
270	135	68
271	114	129
272	40	35
273	45	85
274	5	20
275	149	76
276	31	98
277	146	132
278	26	75
279	89	109
280	93	70
281	103	108
282	55	76
283	36	20
284	90	51
285	91	13
286	61	16
287	122	85
288	35	97
289	130	24
290	114	123
291	44	46
292	63	62
293	46	36
294	70	88
295	3	66
296	146	26
297	73	84
298	31	36
299	144	148
300	89	49
301	23	11
302	105	32
303	88	73
304	64	81
305	84	120
306	63	136
307	109	134
308	68	13
309	113	111
310	3	47
311	6	50
312	84	58
313	137	116
314	102	133
315	121	107
316	10	87
317	31	32
318	95	40
319	92	6
320	85	20
321	123	16
322	101	60
323	13	17
324	62	135
325	97	116
326	13	92
327	84	143
328	141	140
329	59	24
330	31	1
331	38	2
332	145	91
333	87	60
334	35	102
335	135	78
336	138	71
337	92	141
338	80	129
339	28	115
340	106	19
341	149	148
342	151	84
343	46	50
344	128	147
345	127	68
346	120	2
347	22	71
348	34	29
349	89	16
350	78	115
351	114	73
352	64	121
353	149	1
354	134	102
355	12	38
356	140	35
357	100	141
358	56	133
359	101	49
360	128	9
361	116	100
362	22	44
363	36	70
364	26	53
365	62	84
366	5	47
367	64	62
368	136	56
369	141	100
370	62	97
371	140	50
372	148	11
373	148	118
374	5	3
375	30	8
376	16	109
377	39	9
378	28	121
379	1	46
380	2	144
381	151	18
382	76	3
383	109	132
384	121	135
385	75	87
386	115	75
387	139	111
388	75	136
389	84	119
390	29	2
391	142	68
392	118	29
393	30	15
394	24	51
395	14	65
396	28	33
397	95	101
398	129	111
399	136	149
400	134	82
401	103	138
402	64	101
403	104	52
404	17	64
405	45	55
406	125	107
407	17	79
408	132	145
409	79	115
410	117	111
411	27	116
412	118	147
413	113	131
414	93	45
415	58	43
416	136	125
417	94	83
418	127	37
419	38	127
420	117	121
421	146	96
422	96	145
423	29	121
424	15	44
425	84	93
426	20	143
427	84	126
428	56	58
429	74	115
430	92	49
431	94	10
432	13	48
433	74	111
434	75	82
435	119	68
436	13	119
437	38	31
438	117	38
439	34	83
440	52	56
441	22	23
442	96	74
443	52	73
444	38	29
445	105	97
446	87	32
447	65	48
448	41	82
449	148	139
450	101	98
451	144	9
452	145	79
453	72	90
454	22	126
455	89	85
456	22	92
457	125	4
458	29	148
459	117	89
460	7	120
461	88	20
462	119	12
463	87	149
464	33	8
465	120	23
466	119	98
467	136	34
468	97	50
469	79	151
470	122	130
471	79	127
472	91	19
473	23	48
474	30	82
475	7	44
476	136	103
477	95	40
478	8	73
479	52	59
480	38	132
481	9	137
482	67	94
483	62	148
484	114	54
485	87	38
486	59	44
487	64	47
488	65	101
489	113	91
490	36	113
491	25	141
492	132	94
493	19	28
494	82	141
495	129	19
496	48	97
497	90	10
498	103	136
499	59	22
500	39	43
501	5	93
502	22	115
503	69	82
504	132	142
505	132	21
506	129	110
507	138	20
508	67	40
509	112	105
510	99	8
511	104	113
512	93	110
513	115	6
514	88	59
515	84	137
516	129	142
517	149	1
518	60	1
519	44	126
520	83	88
521	76	31
522	39	4
523	18	57
524	77	40
525	7	62
526	30	34
527	139	113
528	33	12
529	139	66
530	51	33
531	116	18
532	22	120
533	92	24
534	39	85
535	100	150
536	83	38
537	111	56
538	112	84
539	74	23
540	5	44
541	75	23
542	48	8
543	75	92
544	100	96
545	20	92
546	142	31
547	21	85
548	47	20
549	91	110
550	80	124
551	65	32
552	64	47
553	18	127
554	34	32
555	90	94
556	24	134
557	22	130
558	9	47
559	37	138
560	85	21
561	74	131
562	22	8
563	68	26
564	37	118
565	78	65
566	57	15
567	84	105
568	128	113
569	143	107
570	97	88
571	17	61
572	57	79
573	90	138
574	110	70
575	132	96
576	97	56
577	41	114
578	3	52
579	15	142
580	76	70
581	79	7
582	74	26
583	68	124
584	36	106
585	136	78
586	43	109
587	125	124
588	90	62
589	28	107
590	10	69
591	87	142
592	141	32
593	76	55
594	97	139
595	133	73
596	10	7
597	87	62
598	63	106
599	133	50
600	93	129
601	67	57
602	63	27
603	138	27
604	65	68
605	63	141
606	62	106
607	108	138
608	126	109
609	40	109
610	145	52
611	112	79
612	132	110
613	57	140
614	82	137
615	17	53
616	22	139
617	86	31
618	64	96
619	49	28
620	89	23
621	2	62
622	100	75
623	50	56
624	25	109
625	42	145
626	60	121
627	40	6
628	87	86
629	62	78
630	67	142
631	94	47
632	9	40
633	36	114
634	6	97
635	34	87
636	36	28
637	141	124
638	13	49
639	109	47
640	126	13
641	142	112
642	150	147
643	139	13
644	16	27
645	65	76
646	92	57
647	10	46
648	135	57
649	57	101
650	120	22
651	151	85
652	59	12
653	11	31
654	95	98
655	148	109
656	136	45
657	32	19
658	102	59
659	126	69
660	34	4
661	141	29
662	44	37
663	12	9
664	80	78
665	70	148
666	34	49
667	2	24
668	11	59
669	20	86
670	104	83
671	108	47
672	98	25
673	103	30
674	13	73
675	143	134
676	45	67
677	94	27
678	95	134
679	58	144
680	128	18
681	50	96
682	17	75
683	141	121
684	121	95
685	127	118
686	148	94
687	151	51
688	93	90
689	37	113
690	45	2
691	10	122
692	138	13
693	143	92
694	132	40
695	53	66
696	111	61
697	72	80
698	130	122
699	27	72
700	81	105
701	104	70
702	122	45
703	79	30
704	43	95
705	121	100
706	67	123
707	57	91
708	3	104
709	151	18
710	75	24
711	138	92
712	3	137
713	5	81
714	42	2
715	73	33
716	40	145
717	114	149
718	43	81
719	92	11
720	6	148
721	44	122
722	80	91
723	2	31
724	16	17
725	123	39
726	103	123
727	129	118
728	12	107
729	104	84
730	25	123
731	151	68
732	97	14
733	129	23
734	121	4
735	150	17
736	129	35
737	20	123
738	130	129
739	15	60
740	100	134
741	21	82
742	86	27
743	76	130
744	105	10
745	38	130
746	120	13
747	80	144
748	80	100
749	19	74
750	17	143
751	44	22
752	146	41
753	18	69
754	115	84
755	59	110
756	59	92
757	7	86
758	32	77
759	42	25
760	28	19
761	147	129
762	88	98
763	138	97
764	52	93
765	74	7
766	97	38
767	53	62
768	39	9
769	63	91
770	33	60
771	96	29
772	38	100
773	96	91
774	58	91
775	104	63
776	80	140
777	16	146
778	102	121
779	9	81
780	115	3
781	50	20
782	126	133
783	142	26
784	108	123
785	56	78
786	77	78
787	34	18
788	36	67
789	4	25
790	61	39
791	35	99
792	65	43
793	124	52
794	50	86
795	48	82
796	7	134
797	149	111
798	24	95
799	75	90
800	151	38
801	108	115
802	68	147
803	108	22
804	145	148
805	46	58
806	129	132
807	17	68
808	26	75
809	137	92
810	51	109
811	7	60
812	95	32
813	24	91
814	63	58
815	11	150
816	100	78
817	43	18
818	57	39
819	46	8
820	141	67
821	128	1
822	74	121
823	61	65
824	140	50
825	75	118
826	102	61
827	29	38
828	12	147
829	76	135
830	136	46
831	10	14
832	96	11
833	47	3
834	24	76
835	103	93
836	97	59
837	94	147
838	22	20
839	97	98
840	81	53
841	115	50
842	6	1
843	3	107
844	118	102
845	133	115
846	97	33
847	82	91
848	122	17
849	119	12
850	34	55
851	52	126
852	14	111
853	27	99
854	15	125
855	147	104
856	47	100
857	34	16
858	26	46
859	62	126
860	20	25
861	142	43
862	75	113
863	10	41
864	8	59
865	35	31
866	5	36
867	77	69
868	51	48
869	148	10
870	33	57
871	91	2
872	144	32
873	103	46
874	40	45
875	103	144
876	5	131
877	142	40
878	65	29
879	15	20
880	20	148
881	126	27
882	129	140
883	87	68
884	58	114
885	97	5
886	17	88
887	110	72
888	72	107
889	64	137
890	85	58
891	46	13
892	30	128
893	80	60
894	102	47
895	134	50
896	109	43
897	71	49
898	85	3
899	129	79
900	120	36
901	71	116
902	141	121
903	13	147
904	120	53
905	142	138
906	87	29
907	75	10
908	81	141
909	98	42
910	108	132
911	69	136
912	29	103
913	8	76
914	132	77
915	6	39
916	129	17
917	71	73
918	75	67
919	58	20
920	33	131
921	32	139
922	102	150
923	88	64
924	29	90
925	72	107
926	8	16
927	95	98
928	13	62
929	20	132
930	91	150
931	131	114
932	48	65
933	70	143
934	140	133
935	51	20
936	23	67
937	23	101
938	138	64
939	79	24
940	42	134
941	145	149
942	49	27
943	19	41
944	10	49
945	130	35
946	144	103
947	126	113
948	14	77
949	43	75
950	111	15
951	145	127
952	31	47
953	43	92
954	25	67
955	114	44
956	71	125
957	134	51
958	95	140
959	111	133
960	1	2
961	85	114
962	43	114
963	45	83
964	94	48
965	121	58
966	18	36
967	67	47
968	74	120
969	98	94
970	109	90
971	145	113
972	12	83
973	34	89
974	14	4
975	21	97
976	77	41
977	41	114
978	45	133
979	28	101
980	56	25
981	25	28
982	58	76
983	31	147
984	24	63
985	142	104
986	39	64
987	66	73
988	18	30
989	125	150
990	44	141
991	140	83
992	60	82
993	20	120
994	108	36
995	139	56
996	86	87
997	120	102
998	12	54
999	116	27
1000	78	115
1001	89	99
1002	132	35
1003	86	61
1004	111	50
1005	62	50
1006	95	50
1007	43	28
1008	145	94
1009	36	54
1010	148	123
1011	107	21
1012	44	27
1013	133	22
1014	61	40
1015	97	138
1016	11	126
1017	32	144
1018	130	9
1019	142	138
1020	130	46
1021	127	87
1022	73	141
1023	13	110
1024	8	6
1025	88	36
1026	68	145
1027	12	83
1028	109	23
1029	95	107
1030	11	57
1031	131	127
1032	85	5
1033	86	65
1034	69	52
1035	21	143
1036	16	99
1037	93	137
1038	13	92
1039	19	94
1040	95	67
1041	111	103
1042	84	80
1043	129	94
1044	133	46
1045	134	21
1046	31	58
1047	36	93
1048	27	116
1049	83	128
1050	57	45
1051	37	49
1052	23	102
1053	93	33
1054	82	100
1055	21	65
1056	96	1
1057	121	141
1058	77	90
1059	121	27
1060	4	143
1061	43	123
1062	65	94
1063	93	15
1064	28	73
1065	136	38
1066	72	98
1067	49	75
1068	130	53
1069	121	111
1070	119	78
1071	109	65
1072	84	108
1073	127	126
1074	62	38
1075	94	92
1076	6	105
1077	51	28
1078	50	107
1079	9	83
1080	77	73
1081	106	6
1082	111	130
1083	30	69
1084	136	78
1085	40	133
1086	31	19
1087	26	81
1088	44	141
1089	121	138
1090	56	144
1091	7	77
1092	40	15
1093	102	55
1094	110	28
1095	69	121
1096	57	102
1097	43	41
1098	87	131
1099	36	38
1100	63	7
1101	47	114
1102	52	104
1103	89	48
1104	50	115
1105	96	148
1106	33	53
1107	71	101
1108	91	64
1109	102	117
1110	101	114
1111	74	38
1112	130	116
1113	132	4
1114	16	46
1115	147	72
1116	53	33
1117	22	116
1118	141	142
1119	61	9
1120	139	46
1121	87	59
1122	77	66
1123	99	14
1124	34	130
1125	93	137
1126	12	5
1127	148	38
1128	74	41
1129	28	13
1130	120	58
1131	10	49
1132	103	17
1133	70	132
1134	138	59
1135	36	124
1136	22	34
1137	88	37
1138	30	34
1139	96	63
1140	146	13
1141	51	82
1142	35	140
1143	107	38
1144	126	31
1145	10	74
1146	147	56
1147	91	127
1148	108	80
1149	139	130
1150	60	50
1151	31	123
1152	12	101
1153	6	53
1154	23	118
1155	46	64
1156	2	34
1157	88	19
1158	95	137
1159	113	112
1160	124	133
1161	124	109
1162	53	130
1163	61	36
1164	11	69
1165	104	137
1166	2	28
1167	49	73
1168	57	55
1169	136	77
1170	104	67
1171	71	147
1172	126	114
1173	15	75
1174	1	121
1175	65	144
1176	13	139
1177	143	100
1178	56	2
1179	19	145
1180	150	123
1181	3	60
1182	59	67
1183	135	96
1184	44	35
1185	111	21
1186	145	25
1187	44	43
1188	64	138
1189	32	101
1190	6	135
1191	74	2
1192	121	86
1193	2	88
1194	93	77
1195	112	42
1196	119	71
1197	35	80
1198	34	83
1199	67	17
1200	147	60
1201	31	17
1202	56	46
1203	4	34
1204	35	88
1205	9	37
1206	91	40
1207	68	44
1208	9	104
1209	78	89
1210	79	51
1211	109	124
1212	116	8
1213	9	113
1214	84	108
1215	68	131
1216	83	125
1217	114	42
1218	90	126
1219	128	84
1220	101	51
1221	63	54
1222	63	103
1223	105	60
1224	143	2
1225	116	47
1226	22	17
1227	125	127
1228	106	108
1229	122	13
1230	93	125
1231	101	34
1232	127	3
1233	1	130
1234	117	120
1235	69	95
1236	77	2
1237	7	110
1238	151	92
1239	10	56
1240	116	59
1241	141	28
1242	66	46
1243	146	76
1244	110	78
1245	10	95
1246	85	20
1247	147	109
1248	14	65
1249	70	54
1250	100	29
1251	131	121
1252	65	86
1253	1	143
1254	55	99
1255	104	124
1256	19	25
1257	51	84
1258	23	79
1259	48	59
1260	62	110
1261	22	139
1262	99	145
1263	53	41
1264	89	136
1265	80	64
1266	57	18
1267	112	53
1268	99	12
1269	84	9
1270	56	70
1271	66	133
1272	24	9
1273	100	144
1274	102	129
1275	76	97
1276	9	88
1277	73	103
1278	108	127
1279	72	84
1280	18	63
1281	55	110
1282	21	97
1283	123	126
1284	69	148
1285	21	28
1286	110	82
1287	53	56
1288	15	14
1289	132	36
1290	14	23
1291	89	132
1292	99	81
1293	125	69
1294	13	86
1295	119	124
1296	74	78
1297	20	8
1298	127	27
1299	4	96
1300	118	20
1301	5	36
1302	129	62
1303	127	64
1304	90	7
1305	54	148
1306	123	32
1307	62	147
1308	54	104
1309	110	127
1310	96	60
1311	130	122
1312	115	52
1313	8	77
1314	101	115
1315	67	44
1316	81	144
1317	76	8
1318	86	117
1319	84	87
1320	78	37
1321	4	70
1322	151	132
1323	30	9
1324	64	41
1325	110	127
1326	109	119
1327	22	17
1328	81	55
1329	63	60
1330	79	94
1331	40	58
1332	108	36
1333	73	44
1334	51	102
1335	56	33
1336	87	63
1337	110	50
1338	121	75
1339	58	117
1340	145	64
1341	123	66
1342	137	53
1343	36	99
1344	119	125
1345	127	69
1346	137	85
1347	83	23
1348	115	57
1349	11	76
1350	146	112
1351	26	78
1352	37	73
1353	88	32
1354	70	37
1355	18	44
1356	53	20
1357	81	7
1358	101	86
1359	41	6
1360	95	10
1361	138	122
1362	73	16
1363	56	104
1364	95	83
1365	149	124
1366	25	49
1367	23	105
1368	60	103
1369	53	145
1370	121	8
1371	42	121
1372	33	146
1373	115	33
1374	102	113
1375	112	105
1376	61	51
1377	7	87
1378	91	56
1379	23	144
1380	93	27
1381	134	86
1382	78	88
1383	94	65
1384	3	113
1385	66	100
1386	1	151
1387	87	66
1388	117	108
1389	82	129
1390	60	100
1391	44	127
1392	57	112
1393	86	138
1394	20	122
1395	31	94
1396	136	3
1397	51	24
1398	129	2
1399	134	142
1400	13	147
1401	20	108
1402	145	122
1403	61	86
1404	12	132
1405	26	108
1406	53	110
1407	13	4
1408	27	130
1409	72	66
1410	145	137
1411	109	85
1412	42	29
1413	114	142
1414	95	143
1415	23	83
1416	2	118
1417	32	56
1418	76	25
1419	76	52
1420	121	109
1421	88	138
1422	139	23
1423	2	65
1424	43	65
1425	149	114
1426	106	103
1427	24	142
1428	119	27
1429	102	44
1430	15	2
1431	84	9
1432	103	133
1433	31	35
1434	62	74
1435	7	109
1436	23	26
1437	39	58
1438	50	17
1439	123	93
1440	141	16
1441	57	133
1442	105	147
1443	18	80
1444	69	137
1445	28	91
1446	25	30
1447	136	57
1448	125	21
1449	128	87
1450	54	108
1451	105	60
1452	3	4
1453	112	114
1454	7	132
1455	142	132
1456	9	123
1457	93	140
1458	148	63
1459	31	142
1460	147	72
1461	75	123
1462	80	61
1463	35	48
1464	31	116
1465	25	49
1466	33	6
1467	14	41
1468	35	106
1469	9	96
1470	42	122
1471	146	98
1472	44	40
1473	97	8
1474	118	87
1475	112	97
1476	148	79
1477	42	120
1478	87	88
1479	49	54
1480	105	49
1481	122	18
1482	18	45
1483	75	125
1484	150	128
1485	49	63
1486	87	143
1487	133	13
1488	109	56
1489	30	134
1490	132	123
1491	135	11
1492	111	14
1493	48	19
1494	92	151
1495	71	35
1496	57	31
1497	92	55
1498	11	140
1499	4	13
1500	77	16
1501	115	114
1502	114	143
1503	9	68
1504	32	68
1505	34	86
1506	117	47
1507	98	101
1508	32	68
1509	32	74
1510	44	113
1511	2	142
1512	138	6
1513	96	65
1514	116	138
1515	137	125
1516	132	114
1517	129	8
1518	99	108
1519	49	16
1520	85	3
1521	38	78
1522	72	23
1523	83	68
1524	36	62
1525	25	55
1526	30	68
1527	139	113
1528	132	139
1529	27	76
1530	51	84
1531	82	118
1532	112	95
1533	113	54
1534	98	8
1535	29	151
1536	65	97
1537	74	61
1538	105	76
1539	109	134
1540	48	45
1541	101	8
1542	126	10
1543	107	125
1544	45	28
1545	130	33
1546	70	39
1547	22	39
1548	27	95
1549	77	22
1550	8	82
1551	130	52
1552	85	112
1553	89	96
1554	22	12
1555	28	52
1556	136	45
1557	127	79
1558	149	82
1559	48	42
1560	87	28
1561	132	23
1562	42	116
1563	20	19
1564	59	104
1565	28	98
1566	38	97
1567	86	130
1568	33	7
1569	10	33
1570	138	137
1571	81	33
1572	116	53
1573	20	120
1574	13	40
1575	40	133
1576	73	99
1577	57	103
1578	92	63
1579	133	31
1580	88	74
1581	120	71
1582	116	123
1583	96	12
1584	117	55
1585	140	97
1586	65	32
1587	42	28
1588	90	45
1589	9	147
1590	137	65
1591	123	32
1592	135	138
1593	7	129
1594	135	67
1595	82	58
1596	55	33
1597	147	126
1598	137	10
1599	100	118
1600	67	35
1601	29	12
1602	31	93
1603	118	143
1604	106	138
1605	91	49
1606	104	99
1607	124	1
1608	83	49
1609	5	137
1610	3	111
1611	42	29
1612	69	7
1613	116	6
1614	51	21
1615	69	149
1616	32	27
1617	22	8
1618	71	53
1619	137	148
1620	68	148
1621	52	16
1622	58	29
1623	113	118
1624	143	113
1625	54	52
1626	127	79
1627	119	106
1628	123	63
1629	65	8
1630	85	84
1631	48	114
1632	74	25
1633	85	17
1634	6	73
1635	116	41
1636	127	89
1637	132	137
1638	51	78
1639	138	89
1640	71	58
1641	136	12
1642	59	128
1643	130	120
1644	42	47
1645	114	136
1646	67	90
1647	19	62
1648	47	130
1649	121	143
1650	39	102
1651	127	22
1652	82	125
1653	43	104
1654	1	65
1655	141	97
1656	11	74
1657	107	103
1658	78	129
1659	71	72
1660	121	124
1661	5	4
1662	70	142
1663	51	94
1664	43	56
1665	132	134
1666	112	47
1667	14	69
1668	28	147
1669	9	28
1670	107	104
1671	143	76
1672	18	144
1673	58	80
1674	34	114
1675	117	80
1676	135	121
1677	89	13
1678	140	66
1679	15	47
1680	147	95
1681	127	1
1682	11	87
1683	97	96
1684	98	149
1685	128	74
1686	23	124
1687	29	74
1688	41	110
1689	84	95
1690	11	126
1691	56	67
1692	34	73
1693	49	28
1694	52	147
1695	145	138
1696	13	95
1697	78	48
1698	96	72
1699	33	126
1700	115	126
1701	10	15
1702	122	4
1703	76	95
1704	86	113
1705	114	120
1706	102	32
1707	62	69
1708	114	12
1709	143	126
1710	99	124
1711	56	57
1712	46	78
1713	110	96
1714	97	116
1715	70	66
1716	49	23
1717	41	54
1718	94	133
1719	6	121
1720	25	102
1721	13	4
1722	65	7
1723	127	133
1724	74	64
1725	19	22
1726	70	42
1727	70	73
1728	73	88
1729	133	12
1730	142	79
1731	58	1
1732	133	109
1733	93	142
1734	99	135
1735	105	140
1736	5	119
1737	132	15
1738	88	150
1739	4	15
1740	4	39
1741	97	151
1742	57	36
1743	78	118
1744	95	7
1745	111	66
1746	55	65
1747	52	132
1748	3	99
1749	120	83
1750	17	89
1751	117	27
1752	74	36
1753	88	43
1754	47	72
1755	48	82
1756	8	69
1757	90	111
1758	148	28
1759	73	42
1760	105	48
1761	62	150
1762	137	73
1763	88	38
1764	37	105
1765	87	50
1766	24	118
1767	37	127
1768	136	79
1769	75	135
1770	56	41
1771	35	55
1772	133	137
1773	119	94
1774	151	31
1775	47	40
1776	138	68
1777	23	102
1778	133	23
1779	76	95
1780	136	68
1781	137	132
1782	21	52
1783	130	12
1784	124	7
1785	34	19
1786	49	22
1787	51	81
1788	147	9
1789	139	125
1790	36	121
1791	84	58
1792	47	66
1793	95	68
1794	71	128
1795	107	111
1796	134	120
1797	118	87
1798	149	3
1799	125	86
1800	12	35
1801	6	144
1802	139	109
1803	63	107
1804	49	67
1805	33	103
1806	70	109
1807	81	90
1808	113	19
1809	93	140
1810	59	141
1811	91	12
1812	140	128
1813	69	96
1814	2	38
1815	123	61
1816	76	131
1817	38	109
1818	103	142
1819	117	61
1820	54	86
1821	86	72
1822	44	55
1823	15	149
1824	141	41
1825	42	134
1826	141	2
1827	151	57
1828	95	109
1829	99	124
1830	30	12
1831	7	120
1832	129	72
1833	23	147
1834	90	57
1835	42	44
1836	129	53
1837	50	94
1838	68	87
1839	67	15
1840	54	4
1841	138	53
1842	88	115
1843	56	108
1844	35	73
1845	91	76
1846	110	56
1847	30	66
1848	14	48
1849	143	61
1850	112	85
1851	129	148
1852	139	36
1853	111	4
1854	20	123
1855	89	136
1856	109	150
1857	82	122
1858	119	130
1859	34	82
1860	53	84
1861	28	116
1862	22	61
1863	83	106
1864	136	72
1865	16	19
1866	42	2
1867	56	123
1868	71	37
1869	126	63
1870	85	62
1871	101	98
1872	140	19
1873	52	65
1874	96	80
1875	59	42
1876	128	81
1877	41	88
1878	150	20
1879	32	117
1880	26	65
1881	130	48
1882	150	110
1883	31	107
1884	24	51
1885	130	24
1886	44	46
1887	2	97
1888	113	110
1889	25	111
1890	18	91
1891	117	100
1892	132	134
1893	38	118
1894	133	72
1895	10	110
1896	5	103
1897	115	47
1898	86	109
1899	67	9
1900	4	124
1901	26	81
1902	34	149
1903	95	127
1904	26	108
1905	93	107
1906	45	29
1907	116	49
1908	68	49
1909	151	59
1910	119	150
1911	103	145
1912	54	98
1913	151	6
1914	81	109
1915	89	9
1916	52	73
1917	57	85
1918	118	46
1919	127	94
1920	11	27
1921	56	94
1922	51	103
1923	123	132
1924	91	10
1925	3	27
1926	136	8
1927	90	106
1928	68	40
1929	142	41
1930	11	55
1931	23	140
1932	51	125
1933	147	77
1934	56	118
1935	15	106
1936	7	74
1937	72	126
1938	82	4
1939	40	39
1940	124	140
1941	112	125
1942	18	120
1943	85	109
1944	127	79
1945	21	23
1946	47	13
1947	123	95
1948	87	148
1949	119	35
1950	63	115
1951	26	4
1952	109	131
1953	79	107
1954	80	8
1955	73	87
1956	59	19
1957	81	70
1958	19	26
1959	100	122
1960	102	67
1961	17	84
1962	75	150
1963	133	100
1964	88	74
1965	54	138
1966	125	42
1967	115	29
1968	22	18
1969	4	11
1970	149	99
1971	33	126
1972	28	3
1973	2	118
1974	146	3
1975	130	139
1976	121	43
1977	60	123
1978	143	57
1979	118	22
1980	23	61
1981	62	15
1982	137	149
1983	66	146
1984	143	136
1985	67	7
1986	3	87
1987	56	16
1988	42	86
1989	4	110
1990	58	77
1991	67	26
1992	68	6
1993	128	55
1994	56	121
1995	83	58
1996	15	26
1997	8	86
1998	33	56
1999	58	37
2000	145	91
2001	57	22
2002	12	38
2003	2	122
2004	116	35
2005	146	50
2006	72	126
2007	42	137
2008	122	43
2009	16	56
2010	43	123
2011	147	103
2012	22	78
2013	34	49
2014	82	63
2015	55	142
2016	149	142
2017	30	120
2018	70	107
2019	7	108
2020	139	51
2021	63	24
2022	60	70
2023	103	74
2024	115	120
2025	53	9
2026	15	30
2027	8	44
2028	62	43
2029	30	86
2030	19	146
2031	6	107
2032	74	150
2033	11	85
2034	2	49
2035	69	146
2036	52	127
2037	144	32
2038	128	32
2039	117	137
2040	28	9
2041	51	71
2042	127	138
2043	58	92
2044	81	93
2045	78	49
2046	40	133
2047	117	96
2048	97	65
2049	143	66
2050	3	8
2051	69	104
2052	17	143
2053	105	76
2054	91	126
2055	12	65
2056	141	44
2057	51	141
2058	95	92
2059	101	72
2060	61	112
2061	109	40
2062	42	71
2063	12	15
2064	71	113
2065	37	112
2066	73	71
2067	90	140
2068	1	42
2069	134	80
2070	102	74
2071	44	106
2072	62	149
2073	35	62
2074	130	49
2075	99	146
2076	34	42
2077	114	45
2078	22	124
2079	16	44
2080	132	3
2081	139	149
2082	127	89
2083	12	147
2084	3	82
2085	125	121
2086	67	88
2087	111	75
2088	63	18
2089	59	69
2090	100	4
2091	20	1
2092	125	49
2093	89	26
2094	67	10
2095	99	37
2096	122	8
2097	127	97
2098	67	39
2099	41	90
2100	132	91
2101	118	140
2102	126	53
2103	113	37
2104	42	89
2105	112	12
2106	83	111
2107	33	8
2108	80	142
2109	144	55
2110	15	66
2111	35	53
2112	146	73
2113	100	119
2114	76	71
2115	21	26
2116	137	97
2117	31	141
2118	30	84
2119	54	12
2120	89	73
2121	119	133
2122	124	149
2123	121	64
2124	151	22
2125	151	114
2126	72	112
2127	51	40
2128	127	65
2129	82	15
2130	30	5
2131	98	2
2132	29	26
2133	86	1
2134	84	50
2135	111	35
2136	129	103
2137	85	50
2138	76	25
2139	132	123
2140	145	6
2141	82	86
2142	73	89
